District_Name,Market_Name,Month,Year,Rain,Modal_Price
KOLAR,Chickkaballapura,June,2020,76.9,650
KOLAR,Chickkaballapura,April,2015,19.8,700
KOLAR,Chickkaballapura,April,2015,19.8,700
KOLAR,Chickkaballapura,February,2016,12.82,700
KOLAR,Chickkaballapura,September,2017,97.33,700
KOLAR,Chickkaballapura,March,2018,51.7,750
KOLAR,Chickkaballapura,February,2019,46.2,880
KOLAR,Chickkaballapura,February,2020,0,740
KOLAR,Chickkaballapura,February,2019,46.2,900
KOLAR,Chickkaballapura,June,2015,207.22,900
KOLAR,Chickkaballapura,October,2016,52.7,900
KOLAR,Chickkaballapura,November,2018,11.9,1100
KOLAR,Chickkaballapura,February,2019,46.2,920
KOLAR,Chickkaballapura,February,2019,46.2,920
KOLAR,Chickkaballapura,June,2015,207.22,800
KOLAR,Chickkaballapura,October,2016,52.7,900
KOLAR,Chickkaballapura,May,2015,207.22,1000
KOLAR,Chickkaballapura,February,2019,46.2,1000
KOLAR,Chickkaballapura,July,2016,52.7,1100
KOLAR,Chickkaballapura,July,2015,207.22,1100
KOLAR,Chickkaballapura,November,2015,207.22,2000
KOLAR,Chickkaballapura,February,2019,46.2,960
KOLAR,Chickkaballapura,June,2018,42.9,750
KOLAR,Chickkaballapura,January,2019,6.7,1230
KOLAR,Chickkaballapura,January,2019,6.7,1340
KOLAR,Chickkaballapura,August,2019,82.7,860
KOLAR,Chickkaballapura,February,2020,0,700
KOLAR,Chickkaballapura,March,2020,12.4,780
KOLAR,Chickkaballapura,December,2020,29.4,800
KOLAR,Chickkaballapura,April,2018,21.9,1100
KOLAR,Chickkaballapura,August,2020,118.2,960
KOLAR,Chickkaballapura,February,2017,16.18,1000
KOLAR,Chickkaballapura,July,2018,42.3,1000
KOLAR,Chickkaballapura,March,2019,0,1130
KOLAR,Chickkaballapura,December,2019,18,1050
KOLAR,Chickkaballapura,April,2018,21.9,1200
KOLAR,Chickkaballapura,April,2019,75.5,1310
KOLAR,Chickkaballapura,August,2020,118.2,1100
KOLAR,Chickkaballapura,November,2020,140.6,1300
KOLAR,Chickkaballapura,November,2020,140.6,1300
KOLAR,Chickkaballapura,October,2020,161.3,1300
KOLAR,Chickkaballapura,July,2018,42.3,1400
KOLAR,Chickkaballapura,July,2019,36.1,1270
KOLAR,Chickkaballapura,October,2020,161.3,1300
KOLAR,Chickkaballapura,September,2019,127,1500
KOLAR,Chickkaballapura,June,2019,68.9,1550
KOLAR,Chickkaballapura,June,2019,68.9,1550
KOLAR,Chickkaballapura,July,2019,36.1,1625
KOLAR,Chickkaballapura,May,2016,52.7,2400
KOLAR,Chickkaballapura,May,2019,96.6,2200
MYSURU,Mysore (Bandipalya),July,2020,124.2,2700
MYSURU,Mysore (Bandipalya),July,2020,124.2,2700
MYSURU,Mysore (Bandipalya),August,2017,85.32,2700
MYSURU,Mysore (Bandipalya),August,2017,85.32,2900
MYSURU,Mysore (Bandipalya),April,2019,53.2,2900
MYSURU,Mysore (Bandipalya),December,2015,70.91,3200
MYSURU,Mysore (Bandipalya),June,2016,37.5,3000
MYSURU,Mysore (Bandipalya),January,2016,0.51,3200
MYSURU,Mysore (Bandipalya),May,2016,37.5,3500
MYSURU,Mysore (Bandipalya),May,2019,150.8,3200
MYSURU,Mysore (Bandipalya),August,2017,85.32,3300
MYSURU,Mysore (Bandipalya),September,2020,140.4,3500
MYSURU,Mysore (Bandipalya),July,2017,85.32,5000
MYSURU,Mysore (Bandipalya),June,2016,37.5,5800
MYSURU,Mysore (Bandipalya),July,2017,85.32,5400
MANDYA,Nagamangala,September,2016,39.47,250
MANDYA,Nagamangala,September,2016,39.47,300
MANDYA,Nagamangala,September,2016,39.47,300
MANDYA,Nagamangala,March,2015,30.02,500
MANDYA,Nagamangala,September,2016,39.47,312
MANDYA,Nagamangala,November,2016,39.47,333
MANDYA,Nagamangala,September,2015,43.64,333
MANDYA,Nagamangala,August,2015,43.64,400
MANDYA,Nagamangala,August,2015,43.64,400
MANDYA,Nagamangala,February,2018,2.8,500
MANDYA,Nagamangala,October,2015,43.64,500
MANDYA,Nagamangala,April,2015,3.28,500
MANDYA,Nagamangala,February,2015,10.3,500
MANDYA,Nagamangala,April,2015,3.28,500
MANDYA,Nagamangala,July,2015,43.64,800
MANDYA,Nagamangala,August,2015,43.64,750
MANDYA,Nagamangala,October,2015,43.64,660
MANDYA,Nagamangala,October,2015,43.64,833
MANDYA,Nagamangala,October,2015,43.64,750
MANDYA,Nagamangala,December,2015,43.64,800
MANDYA,Nagamangala,July,2016,39.47,1000
MYSURU,Nanjangud,April,2020,50,400
MYSURU,Nanjangud,June,2020,72.7,500
MYSURU,Nanjangud,May,2020,128.4,500
MYSURU,Nanjangud,April,2020,50,500
MYSURU,Nanjangud,May,2020,128.4,500
MYSURU,Nanjangud,December,2020,14.7,700
MYSURU,Nanjangud,November,2020,36,750
MYSURU,Nanjangud,November,2020,36,1200
MYSURU,Nanjangud,December,2020,14.7,1350
MYSURU,Nanjangud,July,2020,124.2,1700
MYSURU,Nanjangud,September,2020,140.4,1900
MYSURU,Nanjangud,September,2020,140.4,1900
MYSURU,Nanjangud,June,2020,72.7,2200
MYSURU,Nanjangud,June,2020,72.7,2250
MYSURU,Nanjangud,August,2020,138.5,2900
MYSURU,Nanjangud,September,2020,140.4,3300
MYSURU,Nanjangud,September,2020,140.4,3350
BENGALURU URBAN,Ramanagara,December,2016,59.55,250
BENGALURU URBAN,Ramanagara,November,2016,59.55,300
BENGALURU URBAN,Ramanagara,August,2016,59.55,300
BENGALURU URBAN,Ramanagara,August,2016,59.55,300
BENGALURU URBAN,Ramanagara,October,2016,59.55,300
BENGALURU URBAN,Ramanagara,April,2016,8.99,400
BENGALURU URBAN,Ramanagara,January,2018,0,400
BENGALURU URBAN,Ramanagara,January,2018,0,400
BENGALURU URBAN,Ramanagara,December,2016,59.55,400
BENGALURU URBAN,Ramanagara,August,2016,59.55,500
BENGALURU URBAN,Ramanagara,August,2018,95,500
BENGALURU URBAN,Ramanagara,February,2016,13.06,500
BENGALURU URBAN,Ramanagara,April,2020,106.3,500
BENGALURU URBAN,Ramanagara,April,2020,106.3,500
BENGALURU URBAN,Ramanagara,September,2016,59.55,600
BENGALURU URBAN,Ramanagara,January,2018,0,600
BENGALURU URBAN,Ramanagara,March,2015,30.6,600
BENGALURU URBAN,Ramanagara,September,2018,158.5,600
BENGALURU URBAN,Ramanagara,April,2020,106.3,600
BENGALURU URBAN,Ramanagara,April,2020,106.3,650
BENGALURU URBAN,Ramanagara,April,2015,8.01,700
BENGALURU URBAN,Ramanagara,January,2017,0.04,700
BENGALURU URBAN,Ramanagara,April,2018,24,700
BENGALURU URBAN,Ramanagara,April,2020,106.3,700
BENGALURU URBAN,Ramanagara,March,2018,47.4,700
BENGALURU URBAN,Ramanagara,February,2020,0,700
BENGALURU URBAN,Ramanagara,March,2020,9.8,700
BENGALURU URBAN,Ramanagara,August,2018,95,700
BENGALURU URBAN,Ramanagara,February,2020,0,700
BENGALURU URBAN,Ramanagara,February,2020,0,700
BENGALURU URBAN,Ramanagara,January,2015,0.06,700
BENGALURU URBAN,Ramanagara,March,2018,47.4,700
BENGALURU URBAN,Ramanagara,January,2015,0.06,700
BENGALURU URBAN,Ramanagara,August,2018,95,800
BENGALURU URBAN,Ramanagara,February,2019,31.8,800
BENGALURU URBAN,Ramanagara,March,2019,0,850
BENGALURU URBAN,Ramanagara,February,2020,0,900
BENGALURU URBAN,Ramanagara,December,2017,103.68,900
BENGALURU URBAN,Ramanagara,April,2015,8.01,900
BENGALURU URBAN,Ramanagara,June,2018,71.1,900
BENGALURU URBAN,Ramanagara,December,2020,11.6,1000
BENGALURU URBAN,Ramanagara,January,2015,0.06,1000
BENGALURU URBAN,Ramanagara,January,2015,0.06,1000
BENGALURU URBAN,Ramanagara,June,2018,71.1,1000
BENGALURU URBAN,Ramanagara,June,2018,71.1,1100
BENGALURU URBAN,Ramanagara,September,2019,187.7,1100
BENGALURU URBAN,Ramanagara,January,2020,0.1,1100
BENGALURU URBAN,Ramanagara,November,2020,64.7,1100
BENGALURU URBAN,Ramanagara,September,2017,103.68,1150
KOLAR,Kolar,March,2015,156.99,733
KOLAR,Kolar,September,2019,127,1100
KOLAR,Kolar,September,2019,127,1167
KOLAR,Kolar,April,2019,75.5,1200
KOLAR,Kolar,April,2019,75.5,1333
KOLAR,Kolar,March,2019,0,1367
KOLAR,Kolar,September,2019,127,1700
KOLAR,Kolar,May,2019,96.6,1667
KOLAR,Kolar,June,2020,76.9,1467
KOLAR,Kolar,May,2019,96.6,1933
KOLAR,Kolar,June,2020,76.9,1800
KOLAR,Kolar,July,2019,36.1,1667
KOLAR,Kolar,January,2019,6.7,2333
KOLAR,Kolar,July,2019,36.1,1933
KOLAR,Kolar,August,2019,82.7,2067
KOLAR,Kolar,July,2020,327.5,2000
KOLAR,Kolar,April,2020,67.4,267
KOLAR,Kolar,May,2020,91.9,333
KOLAR,Kolar,October,2019,165.9,1220
KOLAR,Kolar,October,2019,165.9,1233
KOLAR,Kolar,April,2020,67.4,353
KOLAR,Kolar,March,2015,156.99,633
KOLAR,Kolar,May,2020,91.9,467
KOLAR,Kolar,April,2016,9.37,534
KOLAR,Kolar,December,2017,97.33,334
KOLAR,Kolar,February,2018,4.9,334
KOLAR,Kolar,March,2018,51.7,400
KOLAR,Kolar,January,2018,0,400
KOLAR,Kolar,February,2018,4.9,400
KOLAR,Kolar,August,2016,52.7,500
KOLAR,Kolar,August,2016,52.7,520
KOLAR,Kolar,April,2017,34.83,600
KOLAR,Kolar,May,2020,91.9,467
KOLAR,Kolar,March,2016,29.77,500
KOLAR,Kolar,August,2018,41.3,500
KOLAR,Kolar,May,2017,97.33,534
KOLAR,Kolar,June,2018,42.9,567
KOLAR,Kolar,October,2018,75,567
KOLAR,Kolar,April,2016,9.37,634
KOLAR,Kolar,January,2019,6.7,867
KOLAR,Kolar,September,2017,97.33,887
KOLAR,Kolar,January,2017,0.92,1667
KOLAR,Kolar,December,2016,52.7,334
KOLAR,Kolar,August,2015,207.22,734
KOLAR,Kolar,May,2017,97.33,667
KOLAR,Kolar,January,2017,0.92,980
KOLAR,Kolar,June,2018,42.9,834
KOLAR,Kolar,March,2020,12.4,533
KOLAR,Kolar,March,2020,12.4,600
KOLAR,Kolar,February,2015,30.05,633
KOLAR,Kolar,December,2019,18,687
KOLAR,Kolar,August,2019,82.7,1067
KOLAR,Kolar,November,2019,19.9,1133
KOLAR,Kolar,March,2018,51.7,434
KOLAR,Kolar,March,2016,29.77,534
KOLAR,Kolar,March,2019,0,600
MYSURU,Mysore (Bandipalya),October,2019,180.2,1700
MYSURU,Mysore (Bandipalya),July,2020,124.2,1700
MYSURU,Mysore (Bandipalya),July,2016,37.5,2000
MYSURU,Mysore (Bandipalya),June,2017,85.32,1800
MYSURU,Mysore (Bandipalya),July,2016,37.5,2200
MYSURU,Mysore (Bandipalya),March,2017,45.53,1850
MYSURU,Mysore (Bandipalya),March,2017,45.53,1850
MYSURU,Mysore (Bandipalya),February,2017,27.4,1900
MYSURU,Mysore (Bandipalya),October,2019,180.2,1900
MYSURU,Mysore (Bandipalya),May,2015,70.91,2200
MYSURU,Mysore (Bandipalya),February,2017,27.4,2050
MYSURU,Mysore (Bandipalya),April,2019,53.2,2100
MYSURU,Mysore (Bandipalya),April,2019,53.2,2600
MYSURU,Mysore (Bandipalya),August,2020,138.5,2650
MYSURU,Mysore (Bandipalya),November,2017,85.32,2900
MYSURU,Mysore (Bandipalya),June,2019,62.4,2900
MYSURU,Mysore (Bandipalya),September,2020,140.4,3100
MYSURU,Mysore (Bandipalya),August,2017,85.32,3100
MYSURU,Mysore (Bandipalya),November,2015,70.91,4000
MYSURU,Mysore (Bandipalya),January,2019,0,3200
MYSURU,Mysore (Bandipalya),November,2017,85.32,3900
MYSURU,Mysore (Bandipalya),June,2017,85.32,4400
MYSURU,Mysore (Bandipalya),June,2016,37.5,5000
MANDYA,Nagamangala,March,2016,26.3,250
MANDYA,Nagamangala,November,2016,39.47,300
MANDYA,Nagamangala,August,2016,39.47,300
MANDYA,Nagamangala,November,2016,39.47,350
MANDYA,Nagamangala,August,2016,39.47,400
MANDYA,Nagamangala,March,2015,30.02,400
MANDYA,Nagamangala,September,2015,43.64,400
MANDYA,Nagamangala,August,2018,31.9,500
MANDYA,Nagamangala,October,2015,43.64,500
MANDYA,Nagamangala,August,2015,43.64,500
MANDYA,Nagamangala,March,2015,30.02,500
MANDYA,Nagamangala,April,2015,3.28,500
MANDYA,Nagamangala,August,2016,39.47,500
MANDYA,Nagamangala,April,2017,16.03,500
MANDYA,Nagamangala,July,2015,43.64,500
MANDYA,Nagamangala,September,2015,43.64,600
MANDYA,Nagamangala,August,2016,39.47,700
MANDYA,Nagamangala,August,2016,39.47,800
MANDYA,Nagamangala,November,2015,43.64,1000
MANDYA,Nagamangala,February,2017,27.63,1000
MYSURU,Nanjangud,April,2020,50,500
MYSURU,Nanjangud,April,2020,50,600
MYSURU,Nanjangud,July,2020,124.2,900
MYSURU,Nanjangud,December,2020,14.7,1100
MYSURU,Nanjangud,October,2020,97.1,1450
MYSURU,Nanjangud,October,2020,97.1,1500
MYSURU,Nanjangud,July,2020,124.2,1700
MYSURU,Nanjangud,September,2020,140.4,1950
BENGALURU URBAN,Ramanagara,July,2018,66.7,1200
BENGALURU URBAN,Ramanagara,July,2016,59.55,1200
BENGALURU URBAN,Ramanagara,July,2016,59.55,1200
BENGALURU URBAN,Ramanagara,June,2015,49.8,1250
BENGALURU URBAN,Ramanagara,September,2016,59.55,1250
BENGALURU URBAN,Ramanagara,July,2020,155.3,1350
BENGALURU URBAN,Ramanagara,March,2019,0,1200
BENGALURU URBAN,Ramanagara,April,2016,8.99,1300
BENGALURU URBAN,Ramanagara,March,2017,58.28,1300
BENGALURU URBAN,Ramanagara,July,2016,59.55,3100
BENGALURU URBAN,Ramanagara,June,2018,71.1,1400
BENGALURU URBAN,Ramanagara,January,2020,0.1,1400
BENGALURU URBAN,Ramanagara,October,2016,59.55,1450
BENGALURU URBAN,Ramanagara,June,2015,49.8,1500
BENGALURU URBAN,Ramanagara,April,2016,8.99,1500
BENGALURU URBAN,Ramanagara,September,2017,103.68,1500
BENGALURU URBAN,Ramanagara,December,2015,49.8,1500
BENGALURU URBAN,Ramanagara,July,2018,66.7,1500
BENGALURU URBAN,Ramanagara,July,2020,155.3,1600
BENGALURU URBAN,Ramanagara,January,2019,0.6,1600
BENGALURU URBAN,Ramanagara,March,2019,0,1600
BENGALURU URBAN,Ramanagara,November,2019,35.4,1600
BENGALURU URBAN,Ramanagara,October,2020,184.8,1650
BENGALURU URBAN,Ramanagara,June,2017,103.68,1750
BENGALURU URBAN,Ramanagara,September,2020,235.2,1750
BENGALURU URBAN,Ramanagara,October,2019,254.1,1800
BENGALURU URBAN,Ramanagara,August,2020,61.9,2000
BENGALURU URBAN,Ramanagara,January,2019,0.6,1900
BENGALURU URBAN,Ramanagara,July,2015,49.8,2000
BENGALURU URBAN,Ramanagara,November,2019,35.4,2000
BENGALURU URBAN,Ramanagara,October,2019,254.1,2100
BENGALURU URBAN,Ramanagara,November,2015,49.8,2250
BENGALURU URBAN,Ramanagara,November,2019,35.4,2250
BENGALURU URBAN,Ramanagara,October,2019,254.1,2250
BENGALURU URBAN,Ramanagara,June,2017,103.68,2250
BENGALURU URBAN,Ramanagara,June,2015,49.8,2250
BENGALURU URBAN,Ramanagara,April,2019,27.4,2250
BENGALURU URBAN,Ramanagara,September,2020,235.2,2250
BENGALURU URBAN,Ramanagara,May,2015,49.8,2400
BENGALURU URBAN,Ramanagara,June,2016,59.55,2300
BENGALURU URBAN,Ramanagara,December,2015,49.8,2400
BENGALURU URBAN,Ramanagara,February,2017,21.49,2400
BENGALURU URBAN,Ramanagara,August,2020,61.9,2750
BENGALURU URBAN,Ramanagara,May,2015,49.8,2700
BENGALURU URBAN,Ramanagara,April,2019,27.4,2700
BENGALURU URBAN,Ramanagara,May,2019,142.4,2800
BENGALURU URBAN,Ramanagara,May,2019,142.4,3150
BENGALURU URBAN,Ramanagara,June,2019,62.7,3250
BENGALURU URBAN,Ramanagara,October,2017,103.68,3300
BENGALURU URBAN,Ramanagara,September,2020,235.2,3500
BENGALURU URBAN,Ramanagara,October,2017,103.68,3800
MYSURU,Nanjangud,September,2020,140.4,2700
BENGALURU URBAN,Ramanagara,September,2016,59.55,300
BENGALURU URBAN,Ramanagara,August,2016,59.55,300
BENGALURU URBAN,Ramanagara,August,2016,59.55,300
BENGALURU URBAN,Ramanagara,November,2016,59.55,300
BENGALURU URBAN,Ramanagara,February,2018,3.5,400
BENGALURU URBAN,Ramanagara,August,2016,59.55,400
BENGALURU URBAN,Ramanagara,November,2016,59.55,400
BENGALURU URBAN,Ramanagara,November,2016,59.55,400
BENGALURU URBAN,Ramanagara,December,2017,103.68,400
BENGALURU URBAN,Ramanagara,February,2016,13.06,400
BENGALURU URBAN,Ramanagara,November,2016,59.55,400
BENGALURU URBAN,Ramanagara,March,2018,47.4,500
BENGALURU URBAN,Ramanagara,May,2017,103.68,500
BENGALURU URBAN,Ramanagara,August,2015,49.8,500
BENGALURU URBAN,Ramanagara,May,2020,90.7,500
BENGALURU URBAN,Ramanagara,August,2015,49.8,500
BENGALURU URBAN,Ramanagara,March,2018,47.4,500
BENGALURU URBAN,Ramanagara,March,2016,37.09,500
BENGALURU URBAN,Ramanagara,December,2016,59.55,500
BENGALURU URBAN,Ramanagara,May,2020,90.7,600
BENGALURU URBAN,Ramanagara,May,2017,103.68,600
BENGALURU URBAN,Ramanagara,September,2016,59.55,600
BENGALURU URBAN,Ramanagara,September,2018,158.5,600
BENGALURU URBAN,Ramanagara,February,2020,0,600
BENGALURU URBAN,Ramanagara,December,2017,103.68,600
BENGALURU URBAN,Ramanagara,September,2015,49.8,600
BENGALURU URBAN,Ramanagara,May,2020,90.7,600
BENGALURU URBAN,Ramanagara,February,2020,0,600
BENGALURU URBAN,Ramanagara,April,2020,106.3,650
BENGALURU URBAN,Ramanagara,April,2020,106.3,700
BENGALURU URBAN,Ramanagara,August,2018,95,700
BENGALURU URBAN,Ramanagara,October,2018,86.3,700
BENGALURU URBAN,Ramanagara,February,2019,31.8,700
BENGALURU URBAN,Ramanagara,February,2020,0,700
BENGALURU URBAN,Ramanagara,March,2015,30.6,700
BENGALURU URBAN,Ramanagara,February,2020,0,700
BENGALURU URBAN,Ramanagara,March,2020,9.8,700
BENGALURU URBAN,Ramanagara,September,2015,49.8,700
BENGALURU URBAN,Ramanagara,January,2017,0.04,800
BENGALURU URBAN,Ramanagara,December,2020,11.6,800
BENGALURU URBAN,Ramanagara,October,2018,86.3,800
BENGALURU URBAN,Ramanagara,October,2018,86.3,800
BENGALURU URBAN,Ramanagara,February,2019,31.8,800
BENGALURU URBAN,Ramanagara,February,2019,31.8,800
BENGALURU URBAN,Ramanagara,January,2015,0.06,800
BENGALURU URBAN,Ramanagara,February,2015,11.13,850
BENGALURU URBAN,Ramanagara,June,2018,71.1,900
BENGALURU URBAN,Ramanagara,February,2020,0,900
BENGALURU URBAN,Ramanagara,May,2018,196.9,900
BENGALURU URBAN,Ramanagara,March,2018,47.4,900
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2020,184.8,2200
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2020,131.5,2300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2020,184.8,2400
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2019,143.5,2500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2017,103.68,3000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2017,103.68,3200
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",September,2020,235.2,3600
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",May,2016,59.55,3500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2019,62.7,4000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2017,103.68,4200
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",November,2017,103.68,4500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",September,2020,235.2,5000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",November,2017,103.68,5000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2016,59.55,5500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2017,103.68,5500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2016,59.55,6000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2017,103.68,6500
CHAMARAJANAGAR,Chamaraj Nagar,December,2020,49,750
CHAMARAJANAGAR,Chamaraj Nagar,May,2020,124,200
CHAMARAJANAGAR,Chamaraj Nagar,November,2020,99.6,600
CHAMARAJANAGAR,Chamaraj Nagar,April,2020,67.7,300
CHAMARAJANAGAR,Chamaraj Nagar,May,2020,124,300
CHAMARAJANAGAR,Chamaraj Nagar,May,2020,124,400
CHAMARAJANAGAR,Chamaraj Nagar,June,2020,87.8,400
CHAMARAJANAGAR,Chamaraj Nagar,December,2020,49,800
CHAMARAJANAGAR,Chamaraj Nagar,July,2020,138.1,400
CHAMARAJANAGAR,Chamaraj Nagar,August,2020,75.5,400
CHAMARAJANAGAR,Chamaraj Nagar,September,2020,152.3,1400
CHAMARAJANAGAR,Chamaraj Nagar,August,2020,75.5,1800
CHAMARAJANAGAR,Chamaraj Nagar,July,2020,138.1,500
BENGALURU URBAN,Channapatana,December,2017,103.68,300
BENGALURU URBAN,Channapatana,March,2018,47.4,350
BENGALURU URBAN,Channapatana,August,2016,59.55,350
BENGALURU URBAN,Channapatana,September,2016,59.55,400
BENGALURU URBAN,Channapatana,November,2016,59.55,400
BENGALURU URBAN,Channapatana,November,2016,59.55,400
BENGALURU URBAN,Channapatana,March,2018,47.4,400
BENGALURU URBAN,Channapatana,December,2016,59.55,450
BENGALURU URBAN,Channapatana,February,2020,0,450
BENGALURU URBAN,Channapatana,February,2020,0,450
BENGALURU URBAN,Channapatana,February,2020,0,500
BENGALURU URBAN,Channapatana,March,2019,0,500
BENGALURU URBAN,Channapatana,September,2018,158.5,450
BENGALURU URBAN,Channapatana,September,2018,158.5,500
BENGALURU URBAN,Channapatana,February,2020,0,500
BENGALURU URBAN,Channapatana,February,2019,31.8,600
BENGALURU URBAN,Channapatana,November,2016,59.55,500
BENGALURU URBAN,Channapatana,March,2020,9.8,650
BENGALURU URBAN,Ramanagara,February,2019,31.8,900
BENGALURU URBAN,Ramanagara,February,2019,31.8,900
BENGALURU URBAN,Ramanagara,July,2018,66.7,900
BENGALURU URBAN,Ramanagara,November,2020,64.7,1000
BENGALURU URBAN,Ramanagara,April,2018,24,1000
BENGALURU URBAN,Ramanagara,November,2019,35.4,1000
BENGALURU URBAN,Ramanagara,February,2019,31.8,1000
BENGALURU URBAN,Ramanagara,June,2018,71.1,1000
BENGALURU URBAN,Ramanagara,April,2016,8.99,1100
BENGALURU URBAN,Ramanagara,November,2018,16.4,1100
BENGALURU URBAN,Ramanagara,November,2020,64.7,1100
BENGALURU URBAN,Ramanagara,September,2017,103.68,1100
BENGALURU URBAN,Ramanagara,December,2019,11,1100
BENGALURU URBAN,Ramanagara,September,2019,187.7,1100
BENGALURU URBAN,Ramanagara,March,2019,0,1100
BENGALURU URBAN,Ramanagara,October,2018,86.3,1100
BENGALURU URBAN,Ramanagara,November,2020,64.7,1150
BENGALURU URBAN,Ramanagara,September,2017,103.68,1150
BENGALURU URBAN,Ramanagara,December,2018,5.9,1150
BENGALURU URBAN,Ramanagara,December,2020,11.6,1150
BENGALURU URBAN,Ramanagara,October,2015,49.8,1200
BENGALURU URBAN,Ramanagara,April,2015,8.01,1200
BENGALURU URBAN,Ramanagara,May,2015,49.8,1400
BENGALURU URBAN,Ramanagara,March,2017,58.28,1300
BENGALURU URBAN,Ramanagara,March,2019,0,1300
BENGALURU URBAN,Ramanagara,October,2015,49.8,1350
BENGALURU URBAN,Ramanagara,July,2016,59.55,1350
BENGALURU URBAN,Ramanagara,November,2020,64.7,1400
BENGALURU URBAN,Ramanagara,October,2020,184.8,1400
BENGALURU URBAN,Ramanagara,June,2018,71.1,1400
BENGALURU URBAN,Ramanagara,November,2019,35.4,1400
BENGALURU URBAN,Ramanagara,June,2017,103.68,1500
BENGALURU URBAN,Ramanagara,December,2019,11,1500
BENGALURU URBAN,Ramanagara,October,2017,103.68,1600
BENGALURU URBAN,Ramanagara,April,2016,8.99,1600
BENGALURU URBAN,Ramanagara,June,2017,103.68,1600
BENGALURU URBAN,Ramanagara,October,2019,254.1,1600
BENGALURU URBAN,Ramanagara,February,2017,21.49,1800
BENGALURU URBAN,Ramanagara,March,2017,58.28,1800
BENGALURU URBAN,Ramanagara,June,2017,103.68,1800
BENGALURU URBAN,Ramanagara,October,2019,254.1,1800
BENGALURU URBAN,Ramanagara,July,2016,59.55,2000
BENGALURU URBAN,Ramanagara,November,2015,49.8,2000
BENGALURU URBAN,Ramanagara,February,2017,21.49,2000
BENGALURU URBAN,Ramanagara,June,2015,49.8,2000
BENGALURU URBAN,Ramanagara,September,2020,235.2,2000
BENGALURU URBAN,Ramanagara,July,2019,59.6,2100
BENGALURU URBAN,Ramanagara,May,2015,49.8,2200
BENGALURU URBAN,Ramanagara,August,2020,61.9,2200
KOLAR,Kolar,October,2015,207.22,1000
KOLAR,Kolar,January,2016,0.76,1000
KOLAR,Kolar,September,2019,127,1033
KOLAR,Kolar,July,2018,42.3,1100
KOLAR,Kolar,January,2020,0,1046
KOLAR,Kolar,July,2018,42.3,1267
KOLAR,Kolar,April,2017,34.83,900
KOLAR,Kolar,June,2020,76.9,800
KOLAR,Kolar,April,2015,19.8,600
KOLAR,Kolar,December,2015,207.22,1500
KOLAR,Kolar,January,2015,0.37,1200
KOLAR,Kolar,June,2020,76.9,1100
KOLAR,Kolar,June,2020,76.9,1100
KOLAR,Kolar,March,2017,45.4,1734
KOLAR,Kolar,July,2018,42.3,1400
KOLAR,Kolar,May,2016,52.7,2000
KOLAR,Kolar,March,2017,45.4,1667
KOLAR,Kolar,September,2017,97.33,1667
KOLAR,Kolar,August,2020,118.2,1333
KOLAR,Kolar,November,2017,97.33,1867
KOLAR,Kolar,July,2020,327.5,1667
KOLAR,Kolar,November,2017,97.33,2034
KOLAR,Kolar,June,2015,207.22,1066
KOLAR,Kolar,July,2015,207.22,1200
KOLAR,Kolar,May,2015,207.22,1333
KOLAR,Kolar,July,2015,207.22,1334
KOLAR,Kolar,November,2020,140.6,1467
KOLAR,Kolar,December,2020,29.4,1467
KOLAR,Kolar,October,2020,161.3,1600
KOLAR,Kolar,June,2019,68.9,1800
KOLAR,Kolar,July,2019,36.1,1833
KOLAR,Kolar,September,2017,97.33,1834
KOLAR,Kolar,September,2020,178.7,1733
KOLAR,Kolar,June,2015,207.22,866
KOLAR,Kolar,May,2015,207.22,1200
KOLAR,Kolar,May,2015,207.22,1733
KOLAR,Kolar,May,2015,207.22,1866
KOLAR,Kolar,January,2016,0.76,2800
KOLAR,Kolar,July,2019,36.1,2333
KOLAR,Kolar,June,2016,52.7,2867
KOLAR,Kolar,June,2016,52.7,3500
KOLAR,Kolar,August,2017,97.33,2900
KOLAR,Kolar,May,2016,52.7,4000
KOLAR,Kolar,November,2015,207.22,4500
KOLAR,Kolar,July,2017,97.33,4160
KOLAR,Kolar,November,2015,207.22,3000
KOLAR,Kolar,June,2016,52.7,4334
MANDYA,Maddur,August,2016,39.47,400
KOLAR,Malur,December,2016,52.7,438
KOLAR,Malur,May,2017,97.33,500
KOLAR,Malur,February,2018,4.9,1000
KOLAR,Malur,May,2017,97.33,1000
